id,city,district,std-code,state,gst-state-code,iso_3166-2,population,rank,latitude,longitude,altitude
357,Sri Ganganagar,Sri Ganganagar,154,Rajasthan,RJ,IN-RJ,249914,179,29.912527,73.875212,176.4245911
358,Sujangarh,Churu,1568,Rajasthan,RJ,IN-RJ,101528,455,27.7044756,74.4642861,317.90979
359,Tonk,Tonk,154,Rajasthan,RJ,IN-RJ,165294,264,26.1620402,75.7894716,278.864624
360,Udaipur,Udaipur,294,Rajasthan,RJ,IN-RJ,474531,96,24.595745,73.694395,581.3670044
361,Gangtok,East Sikkim,3592,Sikkim,SK,IN-SK,98658,470,27.3389356,88.6065035,1508.041382
362,Ambur,Vellore,4174,Tamil Nadu,TN,IN-TN,162521,271,12.7903613,78.7166084,322.8276978
363,Chennai,Chennai,44,Tamil Nadu,TN,IN-TN,8696010,6,13.0826802,80.2707184,9.259319305
364,Coimbatore,Coimbatore,422,Tamil Nadu,TN,IN-TN,2151466,16,11.0168445,76.9558321,432.0474548
365,Cuddalore,Cuddalore,4142,Tamil Nadu,TN,IN-TN,173636,250,11.744699,79.7680243,7.457636833
366,Dindigul,Dindigul,451,Tamil Nadu,TN,IN-TN,207327,207,10.3673123,77.9802906,286.0294495
367,Erode,Erode,424,Tamil Nadu,TN,IN-TN,521776,85,11.3410364,77.7171642,176.6972046
368,Gudiyatham,Vellore,4171,Tamil Nadu,TN,IN-TN,291558,157,12.9447361,78.8709019,278.1278076
369,Hosur,Krishnagiri,4344,Tamil Nadu,TN,IN-TN,116821,387,12.7409127,77.8252923,867.4117432
370,Kadayanallur,Tirunelveli,4633,Tamil Nadu,TN,IN-TN,90364,510,9.0778543,77.3451861,196.4386902
371,Kanchipuram,Kanchipuram,4112,Tamil Nadu,TN,IN-TN,164265,268,12.8341735,79.7036402,88.02164459
372,Karaikudi,Sivaganga,5465,Tamil Nadu,TN,IN-TN,106714,430,10.0731315,78.7801544,97.06617737
373,Komarapalayam,Namakkal,4288,Tamil Nadu,TN,IN-TN,171594,254,11.4466642,77.6943353,169.8353882
374,Kovilpatti,Thoothukudi,4632,Tamil Nadu,TN,IN-TN,95057,493,9.1674144,77.8767442,110.0148926
375,Kumbakonam,Thanjavur,435,Tamil Nadu,TN,IN-TN,140156,325,10.9616945,79.3881132,30.36466408
376,Madurai,Madurai,452,Tamil Nadu,TN,IN-TN,1462420,25,9.9252007,78.1197754,138.6851654
377,Nagapattinam,Nagapattinam,4365,Tamil Nadu,TN,IN-TN,102905,447,10.7656082,79.8423888,8.948264122
378,Nagercoil,Kanyakumari,4652,Tamil Nadu,TN,IN-TN,224849,195,8.1832857,77.4118996,62.27349472
379,Neyveli,Cuddalore,4142,Tamil Nadu,TN,IN-TN,105687,434,11.5432364,79.4760133,38.98167801
380,Ooty,Nilgiri,423,Tamil Nadu,TN,IN-TN,88430,515,11.4064138,76.6932438,2247.507813
381,Paramakudi,Ramanathapuram,4564,Tamil Nadu,TN,IN-TN,95579,486,9.5483949,78.5916335,43.28408051
382,Pollachi,Coimbatore,4259,Tamil Nadu,TN,IN-TN,90180,512,10.6572737,77.0106693,287.6619263
383,Pudukkottai,Pudukkottai,4322,Tamil Nadu,TN,IN-TN,143745,312,10.379663,78.8208454,100.0845032
384,Rajapalayam,Virudhunagar,4563,Tamil Nadu,TN,IN-TN,130442,349,9.451559,77.554355,165.8852997
385,Salem,Salem,427,Tamil Nadu,TN,IN-TN,919150,52,11.664325,78.1460142,285.118042
386,Thanjavur,Thanjavur,4362,Tamil Nadu,TN,IN-TN,222943,196,10.7869994,79.1378274,58
387,Theni-Allinagaram,Theni,4546,Tamil Nadu,TN,IN-TN,94453,496,10.010262,77.476819,298.3984375
388,Tiruchengode,Namakkal,4288,Tamil Nadu,TN,IN-TN,95335,488,11.378665,77.894975,250.0773926
389,Tiruchirappalli,Tiruchirappalli,431,Tamil Nadu,TN,IN-TN,1021717,43,10.7904833,78.7046725,81.21243286
390,Tirunelveli,Tirunelveli,462,Tamil Nadu,TN,IN-TN,498984,91,8.7139126,77.7566523,53.77753448
391,Tirupur,Tiruppur,421,Tamil Nadu,TN,IN-TN,962982,48,11.1085242,77.3410656,307.00354
392,Tiruvannamalai,Tiruvannamalai,4175,Tamil Nadu,TN,IN-TN,145278,307,12.2252841,79.0746957,173.3144226
393,Tuticorin,Thoothukkudi,461,Tamil Nadu,TN,IN-TN,410760,108,8.7641661,78.1348361,1.923844695
394,Vaniyambadi,Vellore,4174,Tamil Nadu,TN,IN-TN,195061,224,12.6950325,78.6218853,348.2792969
395,Vellore,Vellore,416,Tamil Nadu,TN,IN-TN,481966,94,12.9165167,79.1324986,218.1465759
396,Viluppuram,Viluppuram,4146,Tamil Nadu,TN,IN-TN,96253,483,11.9368897,79.4872619,49.61007309
397,Adilabad,Adilabad,8732,Telangana,TS,IN-TG,117167,384,19.676527,78.532194,250.7736664
398,Hyderabad,Hyderabad,40,Telangana,TS,IN-TG,8746490,4,17.384934,78.486616,504.7939453
399,Jagtial,Karimnagar,8724,Telangana,TS,IN-TG,96470,482,18.788321,78.913899,291.2195435
400,Karimnagar,Karimnagar,878,Telangana,TS,IN-TG,261185,172,18.438485,79.128931,279.1332092
401,Khammam,Khammam,8742,Telangana,TS,IN-TG,184210,236,17.247318,80.151443,129.4547729
402,Kothagudem,Khammam,8744,Telangana,TS,IN-TG,79819,525,17.6335295,81.0395821,54.34521484
403,Mahbubnagar,Mahbubnagar,8542,Telangana,TS,IN-TG,157733,277,16.748788,78.003626,499.0140686
404,Mancherial,Adilabad,8736,Telangana,TS,IN-TG,86911,518,18.868797,79.446944,153.9965363
405,Miryalaguda,Nalgonda,8689,Telangana,TS,IN-TG,103817,443,16.862087,79.554051,138.7900543
406,Nalgonda,Nalgonda,8682,Telangana,TS,IN-TG,135744,334,17.057358,79.268649,238.0984039
407,Nizamabad,Nizamabad,8462,Telangana,TS,IN-TG,311152,142,18.673421,78.092593,392.4441528
408,Ramagundam,Karimnagar,8728,Telangana,TS,IN-TG,229644,192,18.762412,79.473362,149.149292
409,Siddipet,Medak,8457,Telangana,TS,IN-TG,113358,403,18.101864,78.851948,482.7502136
410,Suryapet,Nalgonda,8684,Telangana,TS,IN-TG,105531,437,17.143132,79.630418,177.2016449
411,Warangal,Warangal,870,Telangana,TS,IN-TG,811844,60,17.975762,79.601212,269.8690186
412,Agartala,West Tripura,381,Tripura,TR,IN-TR,522613,84,23.831457,91.2867777,15.93061543
413,Agra,Agra,562,Uttar Pradesh,UP,IN-UP,1746467,22,27.1766701,78.0080745,167.8369751
414,Akbarpur,Ambedkar Nagar,5271,Uttar Pradesh,UP,IN-UP,111594,409,26.4407468,82.5537514,91.59300232
415,Aligarh,Aligarh,571,Uttar Pradesh,UP,IN-UP,909559,53,27.8973944,78.0880129,188.6563416
416,Allahabad,Allahabad,532,Uttar Pradesh,UP,IN-UP,1216719,33,25.4358011,81.846311,94.81197357
417,Amroha,Amroha,5922,Uttar Pradesh,UP,IN-UP,197135,222,28.9043537,78.4673426,222.0056305
418,Auraiya,Auraiya,5683,Uttar Pradesh,UP,IN-UP,99674,468,26.4625957,79.5097549,142.4732666
419,Azamgarh,Azamgarh,5462,Uttar Pradesh,UP,IN-UP,116165,392,26.0737044,83.1859458,83.68569183
420,Bahraich,Bahraich,5252,Uttar Pradesh,UP,IN-UP,186241,234,27.5708377,81.5980246,123.5119934
421,Ballia,Ballia,5948,Uttar Pradesh,UP,IN-UP,111287,410,25.7584381,84.1487319,66.55557251
422,Banda,Banda,5192,Uttar Pradesh,UP,IN-UP,160432,275,25.4796224,80.3380213,123.1686783
423,Barabanki,Barabanki,5248,Uttar Pradesh,UP,IN-UP,154692,283,26.9400001,81.19,123.177681
424,Baraut,Baghput,1234,Uttar Pradesh,UP,IN-UP,102733,448,29.099112,77.256551,230.9974823
425,Bareilly,Bareilly,581,Uttar Pradesh,UP,IN-UP,979933,46,28.3670355,79.4304381,177.5299377
426,Basti,Basti,5542,Uttar Pradesh,UP,IN-UP,114651,395,26.8176796,82.7633133,91.81111908
427,Bhadohi,Sant Ravidas Nagar,5414,Uttar Pradesh,UP,IN-UP,94620,495,25.38727,82.5680309,89.06383514
428,Bijnor,Bijnor,1342,Uttar Pradesh,UP,IN-UP,115381,393,29.3724422,78.1358472,237
429,Budaun,Budaun,583,Uttar Pradesh,UP,IN-UP,369221,120,28.0337088,79.1205419,173.9219818
430,Bulandshahr,Bulandshahr,5732,Uttar Pradesh,UP,IN-UP,235310,188,28.406963,77.8498292,203.5984802
431,Chandausi,Sambhal,5921,Uttar Pradesh,UP,IN-UP,114254,402,28.4480507,78.7796105,194.0588226
432,Dadri,Gautam Buddha Nagar,120,Uttar Pradesh,UP,IN-UP,91189,508,28.5461902,77.55621,208.2372894
433,Deoband,Saharanpur,1336,Uttar Pradesh,UP,IN-UP,97037,480,29.6910213,77.6822442,257.0641785
434,Deoria,Deoria,5568,Uttar Pradesh,UP,IN-UP,129570,353,26.505358,83.784454,81.02468872
435,Etah,Etah,5742,Uttar Pradesh,UP,IN-UP,131023,347,27.5587505,78.662567,173.7796631
436,Etawah,Etawah,5688,Uttar Pradesh,UP,IN-UP,256790,175,26.784784,79.021451,152.5662689
437,Faizabad,Faizabad,5278,Uttar Pradesh,UP,IN-UP,642381,71,26.7732476,82.1441643,104
438,Farrukhabad,Farrukhabad,5692,Uttar Pradesh,UP,IN-UP,318540,140,27.3826126,79.5940544,150.9270935
439,Fatehpur,Fatehpur,5180,Uttar Pradesh,UP,IN-UP,193801,226,25.9200736,80.8099941,120.8431854
440,Firozabad,Firozabad,5612,Uttar Pradesh,UP,IN-UP,603797,73,27.1591006,78.3957574,166.38591
441,Ghaziabad,Ghaziabad,120,Uttar Pradesh,UP,IN-UP,2358525,14,28.6691565,77.4537578,218.1665497
442,Ghazipur,Ghazipur,548,Uttar Pradesh,UP,IN-UP,121136,371,25.5840419,83.5770202,72.60386658
443,Gonda,Gonda,5262,Uttar Pradesh,UP,IN-UP,138929,327,27.1339913,81.9618968,110.3172379
444,Gorakhpur,Gorakhpur,551,Uttar Pradesh,UP,IN-UP,692519,66,26.7605545,83.3731675,82.13924408
445,Greater Noida,Gautam Budh Nagar,120,Uttar Pradesh,UP,IN-UP,107676,424,28.4743879,77.5039904,201.2235565
446,Hapur,Hapur,122,Uttar Pradesh,UP,IN-UP,262801,171,28.7305798,77.7758825,215
447,Hardoi,Hardoi,5852,Uttar Pradesh,UP,IN-UP,197046,223,27.3986345,80.1316927,149.3543243
448,Hathras,Hathras,5722,Uttar Pradesh,UP,IN-UP,161289,273,27.6056212,78.0537813,183.0232239
449,Jaunpur,Jaunpur,5452,Uttar Pradesh,UP,IN-UP,168128,260,25.7490034,82.6987002,82.50634003
450,Jhansi,Jhansi,510,Uttar Pradesh,UP,IN-UP,549391,82,25.4484257,78.5684594,257.9830017
451,Kanpur,Kanpur,522,Uttar Pradesh,UP,IN-UP,2920067,11,26.447965,80.330572,132.236557
452,Kasganj,Kasganj,5744,Uttar Pradesh,UP,IN-UP,101241,459,27.8129344,78.649785,176.5052338
453,Khair,Aligarh,5724,Uttar Pradesh,UP,IN-UP,102106,452,27.9391956,77.8424456,191.1534882
454,Khatauli,Muzaffarnagar,1396,Uttar Pradesh,UP,IN-UP,97427,477,29.2758596,77.7309012,242.2206268
455,Khurja,Bulandshahr,5738,Uttar Pradesh,UP,IN-UP,142636,318,28.2513538,77.8538797,204.8615723
456,Lakhimpur,Lakhimpur Kheri,5872,Uttar Pradesh,UP,IN-UP,164925,266,27.9490794,80.7824012,150.9188232
457,Lalitpur,Lalitpur,5176,Uttar Pradesh,UP,IN-UP,133041,341,24.6878597,78.4120206,358.6721802
458,Lucknow,Lucknow,512,Uttar Pradesh,UP,IN-UP,2901474,12,26.8466937,80.946166,117.335022
459,Mahoba,Mahoba,5281,Uttar Pradesh,UP,IN-UP,95216,490,25.2920964,79.8724168,208.4297943
460,Mainpuri,Mainpuri,5672,Uttar Pradesh,UP,IN-UP,133078,339,27.2284986,79.0249516,160.0520782
461,Mathura,Mathura,565,Uttar Pradesh,UP,IN-UP,454937,99,27.4924134,77.673673,176.5500488
462,Mau,Mau,5464,Uttar Pradesh,UP,IN-UP,279060,163,25.9496379,83.5586445,77.10067749
463,Meerut,Meerut,121,Uttar Pradesh,UP,IN-UP,1424908,27,28.9844618,77.7064137,225.0532074
464,Mirzapur,Mirzapur,5442,Uttar Pradesh,UP,IN-UP,245817,182,25.1336987,82.5644344,86.60173035
465,Modinagar,Ghaziabad,1232,Uttar Pradesh,UP,IN-UP,182811,239,28.8316307,77.5779592,222.1780243
466,Moradabad,Moradabad,591,Uttar Pradesh,UP,IN-UP,889810,56,28.8386481,78.7733286,203.6760101
467,Mubarakpur,Azamgarh,5462,Uttar Pradesh,UP,IN-UP,109539,417,26.0809431,83.2987576,78.12638092
468,Mughalsarai,Chandauli,5412,Uttar Pradesh,UP,IN-UP,154692,284,25.2814947,83.1198203,83.84526062
469,Muradnagar,Ghaziabad,1232,Uttar Pradesh,UP,IN-UP,95208,491,28.7703752,77.4988753,219.891098
470,Muzaffarnagar,Muzaffarnagar,131,Uttar Pradesh,UP,IN-UP,494792,92,29.4726817,77.7085091,249.2189484
471,Nagina,Bijnor,1343,Uttar Pradesh,UP,IN-UP,95246,489,29.4426409,78.4326638,251.7993011
472,Najibabad,Bijnor,1341,Uttar Pradesh,UP,IN-UP,88535,513,29.6127789,78.3446003,273.1411743
473,Noida,Noida,120,Uttar Pradesh,UP,IN-UP,259160,174,28.600032,77.351504,204.0539856
474,Orai,Jalaun,5162,Uttar Pradesh,UP,IN-UP,190625,230,26.00864,79.4478858,137.4337158
475,Pilibhit,Pilibhit,5882,Uttar Pradesh,UP,IN-UP,160146,276,28.6207939,79.8128649,189.0522003
476,Pratapgarh,Pratapgarh,5342,Uttar Pradesh,UP,IN-UP,90334,511,25.8973038,81.9452981,96.01345825
477,Raebareli,Raebareli,535,Uttar Pradesh,UP,IN-UP,191625,228,26.2345298,81.2408689,115.0805283
478,Rampur,Rampur,595,Uttar Pradesh,UP,IN-UP,359062,123,28.7893041,79.0249516,190.0673218
479,Saharanpur,Saharanpur,132,Uttar Pradesh,UP,IN-UP,703345,64,29.967079,77.5510172,277.2987061
480,Sahaswan,Budaun,5833,Uttar Pradesh,UP,IN-UP,114921,394,28.0724712,78.7561222,173.4587097
481,Sambhal,Sambhal,5923,Uttar Pradesh,UP,IN-UP,221334,198,28.5903614,78.5717631,202.9590454
482,Shahjahanpur,Shahjahanpur,5842,Uttar Pradesh,UP,IN-UP,356103,124,27.883744,79.9122455,159.6863251
483,Shamli,Shamli,1398,Uttar Pradesh,UP,IN-UP,107233,426,29.4507575,77.3152116,246.3363647
484,Shikohabad,Firozabad,5676,Uttar Pradesh,UP,IN-UP,107300,425,27.110254,78.573784,165.9549866
485,Sitapur,Sitapur,5862,Uttar Pradesh,UP,IN-UP,188230,233,27.561892,80.688511,143.3459778
486,Sultanpur,Sultanpur,5362,Uttar Pradesh,UP,IN-UP,116211,391,26.2647757,82.0727061,100.0650177
487,Tanda,Ambedkar Nagar,5273,Uttar Pradesh,UP,IN-UP,109539,418,26.5432647,82.6645469,89.56899261
488,Ujhani,Budaun,5832,Uttar Pradesh,UP,IN-UP,126000,361,28.0003235,79.0051685,171.6160583
489,Unnao,Unnao,515,Uttar Pradesh,UP,IN-UP,178681,243,26.5393449,80.4878195,127.0844574
490,Varanasi,Varanasi,542,Uttar Pradesh,UP,IN-UP,1435113,26,25.3176452,82.9739144,80.98555756
491,Dehradun,Dehradun,135,Uttarakhand,UK,IN-UT,714223,62,30.3164945,78.0321918,652.1730957
492,Haldwani,Nainital,5946,Uttarakhand,UK,IN-UT,252060,176,29.2182644,79.5129767,433.3934021
493,Haridwar,Haridwar,1334,Uttarakhand,UK,IN-UT,310582,144,29.9456906,78.1642478,288.7457275
494,Kashipur,Udham Singh Nagar,5947,Uttarakhand,UK,IN-UT,121610,370,29.2104232,78.9618845,236.8998871
495,Rishikesh,Dehradun,135,Uttarakhand,UK,IN-UT,102138,451,30.0869281,78.2676116,359.1828003
496,Roorkee,Haridwar,1332,Uttarakhand,UK,IN-UT,275502,164,29.8542626,77.8880002,275.7794189
497,Rudrapur,Udham Singh Nagar,5944,Uttarakhand,UK,IN-UT,154485,286,28.9875082,79.4141214,218.9766541
498,Alipurduar,Alipurduar,3564,West Bengal,WB,IN-WB,127342,357,26.4918891,89.5271026,51.52791595
499,Asansol,Bardhaman,341,West Bengal,WB,IN-WB,1243008,32,23.6739452,86.9523954,121.2698441
500,Baharampur,Murshidabad,3482,West Bengal,WB,IN-WB,305609,148,24.164895,88.274906,22.35816574
501,Balurghat,Dakshin Dinajpur,3522,West Bengal,WB,IN-WB,164593,267,25.2372834,88.7830612,29.95094872
502,Bangaon,North 24 Parganas,3215,West Bengal,WB,IN-WB,110668,413,23.0440381,88.827703,14.77509594
503,Bankura,Bankura,3242,West Bengal,WB,IN-WB,138036,330,23.2324146,87.0786044,87.93463898
504,Bardhaman,Bardhaman,342,West Bengal,WB,IN-WB,347016,128,23.2324214,87.8614793,37.6313858
505,Basirhat,North 24 Parganas,3217,West Bengal,WB,IN-WB,144891,310,22.6574017,88.8671766,12.76715946
506,Bolpur,Birbhum,3463,West Bengal,WB,IN-WB,92370,503,23.6686892,87.6827676,51.02700806
507,Chakdaha,Nadia,3473,West Bengal,WB,IN-WB,132855,342,23.047858,88.5130144,18.15947914
508,Cooch Behar,Cooch Behar,3582,West Bengal,WB,IN-WB,106760,429,26.3356861,89.445851,46.84392548
509,Dankuni,Hooghly,3212,West Bengal,WB,IN-WB,249840,180,22.6808348,88.2929313,7.901014805
510,Darjeeling,Darjeeling,354,West Bengal,WB,IN-WB,132016,345,27.0360066,88.2626751,2121.883301
511,Dhulian,Murshidabad,3485,West Bengal,WB,IN-WB,239022,185,24.6706654,87.9481846,27
512,Durgapur,Bardhaman,343,West Bengal,WB,IN-WB,581409,75,23.5204443,87.3119227,107.7963104
513,Habra,North 24 Parganas,3216,West Bengal,WB,IN-WB,304584,149,22.8488542,88.6639591,13.23550797
514,Haldia,Purba Medinipur,3224,West Bengal,WB,IN-WB,200762,214,22.0666742,88.0698118,7.114762783
515,Jalpaiguri,Jalpaiguri,3561,West Bengal,WB,IN-WB,303874,150,26.5434772,88.7205256,83.27371979
516,Jangipur,Murshidabad,3483,West Bengal,WB,IN-WB,122875,367,24.4589833,88.1047287,25.37328148
517,Kanthi,Midnapore East,3220,West Bengal,WB,IN-WB,92226,504,21.7811343,87.7450379,8.926074982
518,Kharagpur,Paschim Medinipur,3222,West Bengal,WB,IN-WB,293719,154,22.34601,87.2319753,52.28842545
519,Kolkata,Kolkata,33,West Bengal,WB,IN-WB,14112536,2,22.572646,88.363895,13.94972324
520,Krishnanagar,Nadia,3472,West Bengal,WB,IN-WB,181182,240,23.4008744,88.5013962,19.99343681
521,Malda,Malda,3512,West Bengal,WB,IN-WB,324237,137,25.0108408,88.1410967,30.7758522
522,Midnapore,Paschim Medinipur,3222,West Bengal,WB,IN-WB,169127,257,22.4308892,87.3214908,53.37340546
523,Nabadwip,Nadia,3472,West Bengal,WB,IN-WB,175474,246,23.4036446,88.3676393,18.56731415
524,Purulia,Purulia,3252,West Bengal,WB,IN-WB,126894,358,23.3320779,86.365208,255.6390381
525,Raiganj,Uttar Dinajpur,3523,West Bengal,WB,IN-WB,199758,218,25.6185295,88.1255837,37.43837738
526,Ranaghat,Nadia,3473,West Bengal,WB,IN-WB,235583,186,23.17405,88.5639352,16.67418861
527,Shantipur,Nadia,3472,West Bengal,WB,IN-WB,288718,159,23.2645399,88.4380966,16.73291588
528,Siliguri,Darjeeling; Jalpaiguri,353,West Bengal,WB,IN-WB,701489,65,26.7083818,88.4268741,122.0030594
